epoch,acc,loss,val_acc,val_loss
0,0.21407625079154968,2.022514581680298,0.2684210538864136,1.884004831314087
1,0.33900293707847595,1.7416130304336548,0.3052631616592407,1.799623727798462
2,0.42111435532569885,1.5266048908233643,0.3842105269432068,1.650002121925354
3,0.5137829780578613,1.3111610412597656,0.4421052634716034,1.4267466068267822
4,0.6199413537979126,1.052112102508545,0.4842105209827423,1.468907356262207
5,0.7208211421966553,0.8257033824920654,0.6052631735801697,1.1549090147018433
6,0.7870967984199524,0.6555678248405457,0.6947368383407593,0.9794563055038452
7,0.8434017300605774,0.4877851903438568,0.7157894968986511,0.9759299755096436
8,0.8809384107589722,0.3934912085533142,0.6578947305679321,1.110183596611023
9,0.9008797407150269,0.3203407824039459,0.5736842155456543,1.6446025371551514
10,0.9055718183517456,0.3186193108558655,0.6105263233184814,1.2355417013168335
11,0.9243401885032654,0.24272535741329193,0.6473684310913086,1.1571425199508667
12,0.9290322661399841,0.2260725349187851,0.6421052813529968,1.3445569276809692
13,0.9495601058006287,0.16500826179981232,0.5736842155456543,1.5947057008743286
14,0.9401759505271912,0.18327289819717407,0.6368421316146851,1.354549527168274
15,0.9401759505271912,0.1696065217256546,0.5789473652839661,1.9400559663772583
16,0.9460410475730896,0.1624123454093933,0.5473684072494507,2.1928563117980957
17,0.9466275572776794,0.1591612845659256,0.5684210658073425,2.2711689472198486
18,0.9583577513694763,0.13234786689281464,0.6157894730567932,1.505232334136963
19,0.9636363387107849,0.1102941706776619,0.678947389125824,1.2728585004806519
20,0.9642228484153748,0.11277314275503159,0.621052622795105,1.3083101511001587
21,0.9583577513694763,0.12585602700710297,0.6105263233184814,1.32525634765625
22,0.9648093581199646,0.10054099559783936,0.6473684310913086,1.246817946434021
23,0.9689149856567383,0.10240151733160019,0.6263157725334167,1.587952733039856
24,0.9695014953613281,0.09706735610961914,0.6052631735801697,1.6277433633804321
25,0.9683284163475037,0.10232717543840408,0.6000000238418579,1.6461976766586304
26,0.970088005065918,0.09071604162454605,0.621052622795105,1.524109959602356
27,0.9683284163475037,0.10523080080747604,0.5842105150222778,1.7180969715118408
28,0.9753665924072266,0.06792017072439194,0.6263157725334167,1.4816936254501343
29,0.9788856506347656,0.06662110239267349,0.6368421316146851,1.536177635192871
30,0.9730205535888672,0.08995246887207031,0.6736842393875122,1.436484932899475
31,0.9695014953613281,0.09943556040525436,0.621052622795105,1.8046703338623047
32,0.9695014953613281,0.1042729988694191,0.6684210300445557,1.124071478843689
33,0.9718475341796875,0.08801839500665665,0.4842105209827423,1.8338695764541626
34,0.9741935729980469,0.08509429544210434,0.6315789222717285,1.3932098150253296
35,0.9665688872337341,0.10411326587200165,0.678947389125824,1.2956465482711792
36,0.9782991409301758,0.06489226967096329,0.6526315808296204,1.503571629524231
37,0.9718475341796875,0.0860370621085167,0.6894736886024475,1.396830677986145
38,0.9771261215209961,0.06271502375602722,0.678947389125824,1.2858046293258667
39,0.9730205535888672,0.08161942660808563,0.75789475440979,0.9738353490829468
40,0.9759531021118164,0.09175148606300354,0.7473683953285217,1.0194190740585327
41,0.9794721603393555,0.07027360796928406,0.6842105388641357,1.27031409740448
42,0.9788856506347656,0.07833180576562881,0.6894736886024475,1.2055258750915527
43,0.9824047088623047,0.054104994982481,0.6894736886024475,1.4001667499542236
44,0.9829912185668945,0.06454841047525406,0.7473683953285217,1.139284610748291
45,0.9782991409301758,0.06863711029291153,0.7473683953285217,1.0171706676483154
46,0.9829912185668945,0.06435517966747284,0.7105262875556946,1.2494817972183228
47,0.9835777282714844,0.0577416755259037,0.7157894968986511,1.1391713619232178
48,0.981231689453125,0.06020675599575043,0.7526316046714783,0.9797148108482361
49,0.9794721603393555,0.061804626137018204,0.800000011920929,0.8932936787605286
50,0.9818181991577148,0.0579560324549675,0.74210524559021,1.1646770238876343
51,0.9806451797485352,0.05775252357125282,0.7473683953285217,1.37452232837677
52,0.9741935729980469,0.08988920599222183,0.75789475440979,1.242070198059082
53,0.9824047088623047,0.04861028492450714,0.7473683953285217,1.2023930549621582
54,0.9818181991577148,0.06159153953194618,0.75789475440979,1.0328941345214844
55,0.9824047088623047,0.07108352333307266,0.7315789461135864,1.1982858180999756
56,0.9835777282714844,0.05128506198525429,0.74210524559021,1.1231333017349243
57,0.9800586700439453,0.05972037836909294,0.7736842036247253,1.0725672245025635
58,0.9859237670898438,0.048885732889175415,0.7947368621826172,0.9906834363937378
59,0.9882698059082031,0.046712107956409454,0.8105263113975525,1.0114439725875854
60,0.9876832962036133,0.04192284867167473,0.7947368621826172,1.0857031345367432
61,0.9847507476806641,0.05465446412563324,0.7789473533630371,1.175969123840332
62,0.9835777282714844,0.05647283047437668,0.821052610874176,1.0421569347381592
63,0.9853372573852539,0.05416048690676689,0.7947368621826172,1.0064771175384521
64,0.9818181991577148,0.04455988481640816,0.800000011920929,1.0144097805023193
65,0.9835777282714844,0.04837677627801895,0.7947368621826172,1.0008013248443604
66,0.9782991409301758,0.06369954347610474,0.800000011920929,1.0180970430374146
67,0.9894428253173828,0.0410316102206707,0.7947368621826172,1.0323915481567383
68,0.9865102767944336,0.04065392538905144,0.7947368621826172,1.0244619846343994
69,0.9800586700439453,0.05446867644786835,0.800000011920929,1.0101007223129272
70,0.9870967864990234,0.04897544905543327,0.800000011920929,1.1137912273406982
71,0.9876832962036133,0.0389748252928257,0.8052631616592407,1.0364278554916382
72,0.9853372573852539,0.04470129683613777,0.8105263113975525,0.9302773475646973
73,0.9853372573852539,0.04905303195118904,0.8052631616592407,1.0280489921569824
74,0.9906158447265625,0.0347304604947567,0.800000011920929,1.0046193599700928
75,0.988856315612793,0.04727981612086296,0.7789473533630371,1.1723920106887817
76,0.9859237670898438,0.05171511322259903,0.821052610874176,1.0154392719268799
77,0.9835777282714844,0.04489128664135933,0.8157894611358643,0.9819795489311218
78,0.9824047088623047,0.06372061371803284,0.7947368621826172,0.9777650237083435
79,0.9853372573852539,0.05787404254078865,0.8421052694320679,0.8805878758430481
80,0.9859237670898438,0.049314625561237335,0.8315789699554443,0.8529106378555298
81,0.9865102767944336,0.03123868629336357,0.8421052694320679,0.8672245740890503
82,0.9847507476806641,0.05538725107908249,0.8263157606124878,0.8502060174942017
83,0.9853372573852539,0.051422394812107086,0.8263157606124878,0.8674066066741943
84,0.9870967864990234,0.0338154211640358,0.8263157606124878,0.8941006064414978
85,0.9859237670898438,0.03781796991825104,0.821052610874176,0.9964618682861328
86,0.9865102767944336,0.043380606919527054,0.8263157606124878,1.052162766456604
87,0.9853372573852539,0.05411413684487343,0.8263157606124878,0.9989474415779114
88,0.9900293350219727,0.03623213246464729,0.8421052694320679,0.9773932099342346
89,0.9865102767944336,0.04339255020022392,0.821052610874176,1.0109955072402954
90,0.9853372573852539,0.040398579090833664,0.8105263113975525,0.9727619290351868
91,0.9847507476806641,0.0523751862347126,0.8157894611358643,1.0032739639282227
92,0.9841642379760742,0.04796699061989784,0.8631578683853149,0.9733849763870239
93,0.9882698059082031,0.04293970763683319,0.8421052694320679,0.9731983542442322
94,0.9853372573852539,0.04005132243037224,0.8368421196937561,0.9671728610992432
95,0.9876832962036133,0.03814983740448952,0.8052631616592407,1.0759992599487305
96,0.9894428253173828,0.03706604987382889,0.8421052694320679,0.9632570147514343
97,0.9876832962036133,0.04029245674610138,0.8421052694320679,0.9592603445053101
98,0.9876832962036133,0.040881674736738205,0.8105263113975525,0.9837098717689514
99,0.9870967864990234,0.0501486174762249,0.8052631616592407,1.044368028640747
100,0.988856315612793,0.035288404673337936,0.821052610874176,1.1174120903015137
101,0.9900293350219727,0.03596906363964081,0.8105263113975525,1.1454429626464844
102,0.9900293350219727,0.038711681962013245,0.8263157606124878,1.1212276220321655
103,0.9865102767944336,0.04636848345398903,0.8421052694320679,1.1819181442260742
104,0.9870967864990234,0.03900153562426567,0.821052610874176,1.1509987115859985
105,0.9876832962036133,0.04180688038468361,0.8157894611358643,1.2064778804779053
106,0.9865102767944336,0.04032080993056297,0.8052631616592407,1.2782392501831055
107,0.9906158447265625,0.037517763674259186,0.8052631616592407,1.2232146263122559
108,0.9859237670898438,0.051427848637104034,0.8157894611358643,1.1770557165145874
109,0.9859237670898438,0.04207277670502663,0.8157894611358643,1.199994683265686
110,0.9894428253173828,0.03225652128458023,0.8105263113975525,1.2155014276504517
111,0.9853372573852539,0.03800564631819725,0.821052610874176,1.2186843156814575
112,0.9900293350219727,0.03075546771287918,0.8052631616592407,1.2337945699691772
113,0.9870967864990234,0.046664588153362274,0.7947368621826172,1.2036508321762085
114,0.9847507476806641,0.041459258645772934,0.8157894611358643,1.1975003480911255
115,0.9865102767944336,0.04465799033641815,0.8368421196937561,1.189183235168457
116,0.9882698059082031,0.04883389174938202,0.8421052694320679,1.1497799158096313
117,0.9841642379760742,0.03936741501092911,0.8368421196937561,1.09342622756958
118,0.9876832962036133,0.04419771954417229,0.821052610874176,1.075598120689392
119,0.9894428253173828,0.040774814784526825,0.8157894611358643,1.0322089195251465
120,0.9853372573852539,0.04263069108128548,0.8105263113975525,1.0516767501831055
121,0.992375373840332,0.026616225019097328,0.8157894611358643,1.1430096626281738
122,0.9894428253173828,0.037853118032217026,0.8263157606124878,1.186928153038025
123,0.9917888641357422,0.025257090106606483,0.8263157606124878,1.1833622455596924
124,0.9900293350219727,0.025841590017080307,0.8157894611358643,1.151490330696106
