epoch,acc,loss,val_acc,val_loss
125,0.9876832962036133,0.03689240664243698,0.8157894611358643,1.3289523124694824
126,0.9900293350219727,0.02891254983842373,0.8105263113975525,1.2452341318130493
127,0.9929618835449219,0.027547474950551987,0.8052631616592407,1.1772087812423706
128,0.9906158447265625,0.0309784933924675,0.8157894611358643,1.1382964849472046
129,0.9900293350219727,0.027557283639907837,0.8105263113975525,1.1242667436599731
130,0.9894428253173828,0.04746042191982269,0.800000011920929,1.1063647270202637
131,0.9847507476806641,0.047314561903476715,0.8263157606124878,1.077053189277649
132,0.9870967864990234,0.04254988208413124,0.8157894611358643,0.9914740324020386
133,0.9906158447265625,0.032826609909534454,0.8105263113975525,0.9898622035980225
134,0.9853372573852539,0.03977741301059723,0.8526315689086914,1.0133826732635498
135,0.9941349029541016,0.021629929542541504,0.8578947186470032,1.0768734216690063
136,0.9859237670898438,0.043568097054958344,0.8368421196937561,1.0746043920516968
137,0.9947214126586914,0.020416978746652603,0.8368421196937561,1.1049516201019287
138,0.992375373840332,0.0231619942933321,0.8263157606124878,1.1201064586639404
139,0.9876832962036133,0.03320230543613434,0.8368421196937561,1.0882530212402344
140,0.9900293350219727,0.0277554951608181,0.8157894611358643,1.1398813724517822
141,0.9912023544311523,0.031082557514309883,0.821052610874176,1.1821101903915405
142,0.9882698059082031,0.037672851234674454,0.8315789699554443,1.222654938697815
